20 10000
-228 125 0
-55 83 23
262 -74 0
239 -34 27
53 -17 13
95 -82 10
-175 8 0
120 -17 9
-73 -58 0
15 40 3
-1 -145 0
-7 179 10
-77 129 0
-19 112 0
45 -160 3
148 -140 41
120 71 9
203 -125 3
153 -67 0
72 161 10
50 0 8257 1
162 253 11220 148
-74 -96 5693 1
96 136 640 1
-22 92 5254 582
-27 14 0 694
35 7 8223 1
66 115 1852 254
-18 37 5516 1
110 -66 6158 520
-3 -69 1397 312
-6 -125 10376 1
-42 106 5841 1
-116 -82 4859 1
98 163 3503 1
73 -102 12488 1
114 15 11314 30
233 24 14294 955
-95 -48 13257 260
143 -22 3831 1947
49 32 1179 1
-85 100 5033 1
-66 280 10781 1126
-184 -28 2930 1
-2 0 3570 479
-235 -167 6370 97
-20 -111 1955 1
-91 -48 9118 186
-51 5 0 2051
-61 -146 0 229
5 54 0 432
57 -10 11191 1
-104 -165 15582 1
-44 -110 0 943
-189 -50 3695 47
315 11 11792 209
37 66 1770 33
-55 26 0 1
-82 131 10797 1
-7 16 5275 21
-131 69 7294 158
-1 -19 1546 732
100 -140 9552 1055
-73 12 16251 530
52 -93 1844 2567
-132 62 11036 646
178 -89 0 1950
-64 -81 7289 634
-294 29 124 284
45 -229 6707 1
-93 25 13445 2528
-75 4 0 1
-23 -42 10362 1
-11 57 0 1610
-74 -133 5412 49
-129 28 8028 50
-89 73 5094 325
131 16 7862 1000
45 -135 0 28
193 59 0 1574
72 0 4424 672
91 -126 0 638
63 -24 3010 1
-126 -102 0 1
-3 42 1755 878
45 12 15162 1
94 -74 5437 2592
75 -81 7633 967
-44 166 13129 944
-80 -67 4706 1
65 -73 5089 955
-87 -102 14368 277
-78 56 3421 607
6 63 2798 1
46 38 11906 90
34 170 8242 1
-141 109 490 1
-282 226 17543 232
-17 45 0 1
-40 -88 0 1009
28 131 2544 1
10 90 9036 1
-59 109 10961 120
-129 22 9799 1
9 64 8815 1247
-122 -95 0 524
75 165 11001 1
140 -90 18087 660
94 -63 3124 133
50 72 5911 1465
-149 41 8779 1
-71 3 9013 821
-45 63 14012 1
158 -57 997 966
80 -36 4239 1
143 30 2963 1
-68 -37 8419 1
-78 -153 14329 1
-110 1 7777 1
154 -129 425 3348
239 15 8680 1
-51 141 8784 1
-97 -79 161 1
-197 86 13419 1
58 76 0 1
51 -40 0 1
-42 -102 4975 1558
22 64 1040 886
-136 -37 2455 1
2 -74 513 1971
-40 103 5683 810
9 10 333 1
186 52 0 1524
-166 3 10080 1
-65 30 3783 1091
-258 -25 4850 1
25 63 0 1
0 -46 10325 597
77 -45 6885 167
18 -162 7368 1
-345 57 453 656
256 -62 5382 1
-25 20 8191 1138
-48 -67 12204 468
39 -103 3492 1
162 250 6377 158
32 -134 7639 1
57 97 0 1005
201 -137 17152 1
-132 83 3010 623
-34 245 10471 465
-45 166 11292 1
37 -209 11528 1
-8 -67 6776 1
-84 -8 2224 335
45 93 6877 802
145 -69 1469 1883
-269 -74 3392 465
88 -62 687 1
-22 -65 1849 1
78 142 9550 1
79 71 3841 1282
-151 114 0 1
54 -87 12178 1000
14 -219 0 179
171 90 3687 1184
-70 -50 417 1
-10 56 0 1
-110 38 5650 1
33 -14 0 1
8 81 0 1492
45 160 11612 137
47 -124 1303 164
-64 -165 3706 1
-60 -39 2781 1
-59 -53 9080 132
55 12 15358 1
-144 76 4248 181
-23 -91 10625 1
71 5 656 401
-26 -74 6562 982
57 -183 470 1
-2 81 0 1
-192 -20 4992 1
72 186 0 1
126 102 6556 181
9 2 7727 1
33 -45 6855 1
64 -35 12931 1
142 191 7312 581
127 137 7076 912
114 29 7242 1978
84 -178 4660 1
92 111 6234 1645
-91 -81 0 1185
109 -32 7395 1110
19 110 0 1
20 23 7698 1
-20 90 11511 1737
17 72 17040 1474
-23 63 6409 1
31 -209 6305 1791
-62 72 4265 30
-57 -86 0 1
-33 -20 0 1
0 265 14186 1
54 70 0 1
-174 294 7170 1
0 -74 0 1
-123 93 9168 1
-4 72 19481 1
145 34 8165 34
43 160 7442 372
121 79 6630 12
-89 -69 1441 1145
129 135 9169 1
44 -266 773 202
23 -41 12890 497
51 124 877 2250
-26 -78 15750 1
31 -66 8407 1
-177 -158 0 347
-41 -168 10507 1501
0 13 192 1058
-84 -164 12594 699
-204 -59 6444 1
-102 27 709 1
-100 37 4398 722
126 -86 9581 1
113 82 9868 259
-114 -79 4734 1070
-91 107 2983 1
7 -146 3453 1
-27 -120 1276 293
-117 25 8925 1470
11 176 4798 1029
-133 -16 11195 406
-81 13 4430 656
48 52 10490 1
30 26 0 710
-55 -152 12709 1
-42 -12 1357 1
-171 -43 7538 523
112 90 369 796
-69 -105 0 559
41 -117 0 105
-35 115 7341 1277
15 51 5078 225
13 148 1947 1
-144 75 2771 1
109 -94 16923 1
122 -63 11055 1284
80 138 7557 342
-9 -111 0 1
-59 -194 6192 1
-95 -6 289 1
20 -124 3360 739
-117 184 0 333
58 26 0 511
-32 -122 8000 1359
-57 1 9389 2168
-17 112 9822 66
91 176 5304 1
-6 -49 0 1
16 28 5540 1209
49 -120 4178 268
14 61 13151 1
27 84 18518 1
97 -90 3840 1299
-156 227 2363 1360
62 -161 11983 1422
-56 -158 7355 330
-143 88 1416 1
-49 63 0 1
53 18 14910 1
8 -8 0 1023
107 -64 7374 572
20 -7 6535 697
185 23 4067 304
-6 7 10621 1128
132 -2 10793 124
23 -59 4658 1
86 110 12706 531
-115 -46 15044 1
46 5 7943 409
-134 -13 5082 1111
197 12 7770 1419
92 42 6714 1
3 86 0 1
83 201 7778 1477
4 42 4358 1409
173 4 0 1265
-147 56 0 1155
61 156 12362 1
156 123 7003 1511
75 -159 5273 1
2 27 6619 926
219 63 0 153
101 123 577 316
-107 -136 11167 833
173 -10 5142 827
39 -24 3480 80
-18 -116 9501 1
46 56 6581 1
25 65 3179 1
-9 128 9822 1
18 110 5759 1
-78 52 2739 715
